
    1.4355093385     1.3183903239     0.8212796878    -2.4752710300 
    0.5756991036     0.1924406455     2.9330266151    -5.2829852480 
    3.8387319625     0.9440458381     8.4871201171    -1.6191152093 
    4.9105320320     2.9972033605     5.9735304234    -3.2263264545 
    2.2819884082     1.4358142035     3.0886260420     1.4144317945 
    1.6242160979    -0.9025411979     7.6232537604     2.1111604069 
    4.1975267277     0.5555653749     8.8261990668     1.0305548482 
    2.5564577547     1.8431175840     1.3623869629     1.2811756854 
    3.8369109926     0.3045494507     9.5200418402    -0.9412235260 
   -1.4963501288    -1.1901863151     0.0046569924     2.2284444072 
    2.4110350253     3.4391131545     4.0409327438    -5.5796484610 
    4.5359893591     2.1728632158     5.9360702639     0.5446450440 
    5.3013871975     0.5415856676     9.7166170366    -1.8543904665 
    4.2204595551    -0.0802692981     4.3335443898     1.9680861263 
    1.5140017353     0.2133806421     5.3361289063     2.1926285749 
    1.7822226342    -0.0067384940     2.3285167315     2.7667244534 
    0.3203752668    -4.2414038918     6.6731870081     5.6423390931 
    3.8616787556     0.8082918601     8.9653832722    -0.5584233065 
    2.2615734097    -0.0555650275     6.9517591922     1.0214201325 
    6.1867915933     1.6276825153     9.3300119531    -0.2983885304 
   -0.1022829741    -1.0364965813     0.5069702491     4.0885880389 
    3.9636064106     0.9986622605     7.0145902387     2.2285664623 
    2.8526931755     0.9442457319     3.1777296262     0.2321740694 
   -0.1363181803    -1.3953106562     2.7667072997     0.7122487457 
    1.6581295508    -1.3565993361     5.8287841920     3.6463989415 
    7.7795737410     3.7236803268     9.3678368325    -2.4295431674 
    1.3133380436    -0.1762447148     0.9643542534     1.5533672141 
    1.3064259929    -0.9948079320     4.1242771526     3.7888785008 
    2.1665628003     1.5169352644     4.7880891524    -2.1197954736 
    1.4739729076    -0.0976589767     6.4571208297     1.0530827304 
   -0.6468473268    -1.8843552768     1.4097818965     5.2846331785 
    5.4433267417     0.7936122783     9.5719667547     3.8795290511 
   -1.8194039163    -2.3920470040     0.3231103998     1.8267279792 
    1.1212721723    -0.0050609591     7.6988531533    -0.4036412399 
    3.0546097531     0.0383715494     5.9056260390     0.7285892817 
    4.6128242728     3.5444378049     4.5432806876    -2.1910081701 
    3.9447704480     1.9455621942     6.6472883523    -0.7851601842 
    1.3589652162     0.8010618730     0.0052104122    -2.4333998297 
    3.1982088538    -0.8959054002     5.2220478328     4.0211942402 
    0.2850989419    -0.8416088784     1.5295619727     0.5054028777 
    3.5345412063     0.3007918157     6.5033068974     3.2088278537 
    3.7860239273    -0.0431534490     9.2740030657     2.8116607955 
    1.6956629384     0.5634390934     2.3135422310    -1.6790745652 
   -1.7852969006    -2.7036416953     1.2427117978     0.9335029140 
    6.2473796623     2.5691231878     7.2159498371    -1.0485373478 
    1.4344541108    -0.0502097671     1.2633092119     3.0278923441 
    0.6025770668    -1.8055184229     2.1266772458     6.1945642462 
    4.4876002904     1.6246837235     9.8032998689    -0.4052213762 
    1.8840689327     1.3317092940     0.0750354584    -1.0342637442 
    1.8409503282     1.7005245994     0.7571240026     0.5141915814 
    1.3565353556    -1.8323081607     4.1910363315     2.3645397823 
    2.3048396428    -0.1565628093     7.1103153867    -0.4213687532 
   -1.6036160381    -3.2515158765     0.0796792284     1.3141287751 
    0.0071663836    -1.2149560872     0.4282746813     1.3164787361 
    3.9259797858     3.3246465516     6.2746138917    -3.1258818314 
    2.0669368934     0.4630513192     4.0488086478     1.5368207986 
    4.8839592160     1.0253499902     5.5751346145     1.9667241276 
    5.3011257626     3.3947950384     3.3048512484    -2.4979607635 
    3.1579277585    -0.1737060159     9.8849139130    -0.8219364986 
    3.2776034831    -1.7408174794     8.6916732718     0.7636898133 
    6.1070544866     2.4207436592     9.8134620301    -0.3134864789 
   -0.4914164382    -2.4438564942     5.2464027493     0.1795725762 
    3.3835179947     2.5889521822     0.8970017219    -1.3980630024 
    0.1940583044    -2.6224231873     4.1518190526     5.0538218692 
    2.3897480512     1.1388715984     8.9692759048    -2.5140859303 
    2.3452991498    -0.8642695014     6.3361491892     3.4858519651 
   -2.1323822733    -3.4448933761     1.0897588683     4.9124206110 
    0.9105410063    -0.2607109003     3.2409854350     2.0529035939 
    0.5974812758    -0.2499615672     3.6418198794     2.6460061610 
    2.7211820488     1.1883019038     2.5954590715    -0.3196949782 
    2.2266785696     0.1441106953     8.8715911331     1.9631623083 
    2.0184635254     0.4029534911     7.5914456160    -3.5614604340 
    1.7023556955     2.2172174194     3.3746201266    -4.7378133842 
    1.6174670450     3.1225403761     1.9268425624    -6.5978663211 
    3.2672086489    -0.7365648290     9.9768396607    -0.7763051614 
    3.0160246826     2.5619698307     1.3968512719    -3.1168982164 
    2.1240899438    -1.7480811440     6.2239667960     4.7942326355 
    2.6396089270     1.2965827241     0.6917102798     1.1416140573 
    1.8284131097     0.3145030176     1.4141452173     1.9187235570 
    2.7312463444     2.7189059601     2.4284679093    -5.3601292267 
    5.9366110216     3.8808548796     7.9074735846    -4.4053390008 
    4.9587834398     2.6032538409     9.8291477072    -2.2886524218 
    4.5381711785     3.3475867652     4.4480155734    -4.0021547594 
    5.7432666787     2.5908332741     5.4830508423    -0.5726380135 
    0.6892040598    -1.4521041320     7.5639654323     0.8633244821 
    0.1915373023    -0.2087924637     1.9219552330    -3.3086344333 
    1.7814580507    -2.1935653687     4.8948460119     5.5752518865 
    4.7979319208     1.6506895068     5.9186117933     0.5200352449 
    3.1477399151     1.0343622939     9.6559443418    -1.5136999142 
    0.5141638456    -0.7784192879     3.1162038143     0.3530644628 
   -0.2247311774    -1.9703724940     1.5146429604     4.1009945063 
    0.1210456732    -0.7411894309     3.4343261202    -0.1041771816 
    3.4723416812     2.3514753096     4.0458833240    -2.0805438406 
    4.1804128572     0.9881755516     6.3005562662     0.6851796881 
    4.1069834164     1.2952480366     5.7797007496     0.5743408487 
    5.3617852712     1.0179752285     8.7508306676     2.5253503039 
    0.5948591892    -2.2707841194     8.7775984686     0.8990019687 
    0.7465050855    -1.4197209013     4.4516041758     2.3722257553 
    4.9830974845     2.3026140214     8.8014814956    -1.6595488583 
    5.2938533688     2.5059123239     8.3471622434    -0.6536990393 
    1.1481438055    -0.3069942967     2.5939491391     2.1359327218 
    1.3574300222    -0.1605847767     5.5514704413     1.5864343675 
    2.2422883114     1.6788332448     3.6969481083    -1.4574745498 
   -2.9534978139    -6.1939970727     4.9105867208     9.9754731683 
    3.3310845287     1.4599685726     6.7221162934    -1.6940482812 
    2.7922502607     0.8247105690     2.9839274357     1.1031586209 
    1.6786371247    -0.6460658488     4.1756004235     3.6458591790 
    0.1034359999    -0.6081196788     3.6555687641     1.5380648989 
    3.9596330536    -0.9169752657     7.9577089287     3.5265988248 
    5.9182346029     2.0274022047     7.8152807965    -1.6812625428 
    1.7129318528     1.2062314514     2.6284644613     0.4935022738 
    3.8593907673     1.7050133967     7.1681321808    -1.6350671382 
    5.1008984671     3.0920837618     7.5789486524    -2.3280064914 
    0.4272798434    -0.2403974393     1.8662688392     0.8711326139 
    3.2796095399     3.3886519607     3.5002848087    -3.0321966426 
    0.8470991574    -0.1919439613     3.9318608982    -0.4556058903 
    3.3478976911     2.1600472513     3.1221823767    -1.3975567712 
    0.2805154817    -0.3005454559     2.9812275968     3.6540595355 
    2.3042867191     1.5485642485     0.2261701273     0.2398396234 
    3.0130298029     0.7251500782     8.1917905645    -1.9054558690 
    0.4308778935    -0.6307606500     2.5499731395     1.5139813670 
    2.3043022776     0.2822777915     6.4007714833     0.9180328003 
   -0.2959389872    -3.3645517489     6.5139417863     4.0805262668 
    3.4005792677     1.3568267031     1.3124407758    -1.6787433792 
    0.5497515323    -0.0713748389     2.8430190496     0.2091030122 
    6.7272247453     3.4951545394     8.6442395835     0.4169109856 
    1.3283181107    -0.5770588684     5.2534356201    -2.1629897995 
    5.7996960585     3.7385089414     7.2862379276    -4.5986049570 
    4.3794133159     1.5570422705     7.5471503567    -0.7195802658 
    3.5426141288     3.1878502293     2.8081575665    -2.2555570162 
   -0.5927767680    -3.2983159026     0.8340068115     6.1563306881 
    4.1626428500     1.5076397860     7.5485786912    -0.9265782106 
   -1.8410082208    -1.4653462553     0.3066546470    -2.3188582457 
    2.1760648455    -1.3021757820     6.6869652248     3.1000951325 
    0.1523206383    -1.1557535383     3.1514878990     0.1281757397 
   -0.2971014865    -2.5646492546     2.7557841153     4.8137128448 
    1.7359782826     0.6140201768     3.9151801635    -2.4342038963 
    4.7928757643     4.6970259832     7.6222596387    -4.5431668121 
    4.2768810031     0.8336127611     4.0858499100    -0.0994354684 
    1.2671834377    -0.3180429557     1.6821943526     2.8173248519 
    0.8868242961    -1.9131511432     6.9154672511     2.2192009169 
    1.4304008745     1.8333417761     0.4868039652    -2.2022431925 
    4.3747937321     1.6888801408     9.7308166185    -1.5624585196 
    8.4774745771     5.7660432271     9.8926540115    -4.0984373162 
    1.1881949223     0.5388546923     2.2791579273    -0.0873028515 
    3.9606903325     1.0286949395     7.7095518517    -1.2204897420 
    2.6474121782     1.6684143247     4.1566819279    -1.6100506102 
    1.7686470608    -0.2450360154     3.3466381324     0.2855841600 
    6.0715057198     4.5060653663     5.1979335770    -3.8640622066 
    0.8671037649    -0.2455119787     2.7479374758    -0.1765682556 
   -1.9285218843    -3.7929408975     2.9875803785     2.4366402990 
    4.5936833555     2.4134721810     4.5902687893    -0.0633123037 
    4.1834438488     4.0208120855     9.5172307733    -6.4130424805 
    0.7902764581     1.4741676261     0.9136812086    -2.9444848440 
    2.6853352097    -0.2037269325     7.5744607812     1.6659017130 
   -2.3020205246    -1.6913487868     1.6924723168     1.1759058171 
    3.3859588202     1.2084611292     4.8437852226    -0.1415631727 
    0.0752291986    -1.2734071921     3.9583609044     1.9891190329 
    1.2109078260     0.6222429712     3.0450129742    -1.9796677535 
   -0.8443320794    -1.0024290443     2.5815271609     0.5814249428 
    4.7939926772     1.8654930218     8.8582538348    -2.3753379869 
    2.0678391349     0.1501747331     7.3249988141    -3.1168286103 
    3.0005623883     1.6755474803     6.0117977066    -3.0825541685 
    4.4157363145     0.2103264009     9.9382523564     1.9945119035 
   -1.5051599331    -2.7217476223     1.8641649187     2.0824326701 
    2.6742352508     0.3443839256     1.4719141251     2.6603823684 
   -0.7144971278    -1.1393883523     0.2198296459     2.1257549069 
    0.6932329668    -1.8014561679     4.3020866276     3.3583871991 
    1.4956937221     0.0467730795     3.1044465024    -0.3222562099 
