
    0.6487647443     1.0000000000 
    1.4101499494     2.0000000000 
    0.5265963168     3.0000000000 
    1.7006731092     4.0000000000 
    0.9049747647     5.0000000000 
    1.0237369723     6.0000000000 
    1.9787074938     7.0000000000 
    1.7652256531     8.0000000000 
    1.9014401373     9.0000000000 
    1.9850852065    10.0000000000 
    1.0117040523    11.0000000000 
    1.1558415701    12.0000000000 
    1.7538637059    13.0000000000 
    2.0565603893    14.0000000000 
    2.1705544317    15.0000000000 
    1.8876913265    16.0000000000 
    3.6436121571    17.0000000000 
    3.0375297900    18.0000000000 
    3.3626534374    19.0000000000 
    3.0437964152    20.0000000000 
    2.9764935573    21.0000000000 
    2.6464879005    22.0000000000 
    2.9241927699    23.0000000000 
    3.6711314341    24.0000000000 
    3.4601730694    25.0000000000 
    3.7719517109    26.0000000000 
    3.2071924097    27.0000000000 
    3.3886168723    28.0000000000 
    4.2165457698    29.0000000000 
    4.0480929814    30.0000000000 
    5.2492772701    31.0000000000 
    4.7069999483    32.0000000000 
    4.0507353581    33.0000000000 
    5.6007422062    34.0000000000 
    6.7085963005    35.0000000000 
    5.6243825157    36.0000000000 
    6.4102303055    37.0000000000 
    6.8997099421    38.0000000000 
    6.4531129610    39.0000000000 
    8.0356817258    40.0000000000 
    7.9425661337    41.0000000000 
    8.4113037687    42.0000000000 
    9.0633477790    43.0000000000 
    8.3831777412    44.0000000000 
   10.0397429566    45.0000000000 
    9.9736881637    46.0000000000 
   10.7440357342    47.0000000000 
   10.3062712679    48.0000000000 
   11.3983317232    49.0000000000 
   11.6820492668    50.0000000000 
