1947.1      1488.9
1947.2      1496.9
1947.3      1500.5
1947.4      1524.3
1948.1      1546.6
1948.2      1571.1
1948.3      1577.6
1948.4      1580.5
1949.1      1558.2
1949.2      1553.6
1949.3      1570.7
1949.4      1553.9
1950.1      1618.4
1950.2      1667.2
1950.3      1733.1
1950.4      1763.9
1951.1      1782.9
1951.2      1814.9
1951.3      1851.6
1951.4      1855.8
1952.1      1876.7
1952.2      1878.2
1952.3      1889.9
1952.4      1951.9
1953.1      1987.4
1953.2      2004.3
1953.3      1990.2
1953.4      1958.6
1954.1      1949.7
1954.2      1952.6
1954.3      1973.7
1954.4      2014.1
1955.1      2071.6
1955.2      2104.3
1955.3      2132.4
1955.4      2143.9
1956.1      2136.4
1956.2      2152.8
1956.3      2150.8
1956.4      2184.1
1957.1      2198.8
1957.2      2195.0
1957.3      2215.5
1957.4      2189.2
1958.1      2131.0
1958.2      2143.6
1958.3      2190.9
1958.4      2239.7
1959.1      2286.2
1959.2      2345.5
1959.3      2345.5
1959.4      2354.1
1960.1      2405.4
1960.2      2393.9
1960.3      2398.9
1960.4      2369.3
1961.1      2383.7
1961.2      2427.1
1961.3      2467.2
1961.4      2517.5
1962.1      2561.0
1962.2      2590.3
1962.3      2615.7
1962.4      2625.1
1963.1      2654.8
1963.2      2688.2
1963.3      2739.8
1963.4      2760.3
1964.1      2823.2
1964.2      2855.7
1964.3      2894.7
1964.4      2900.5
1965.1      2974.0
1965.2      3014.6
1965.3      3073.6
1965.4      3144.5
1966.1      3222.6
1966.2      3234.8
1966.3      3254.7
1966.4      3283.7
1967.1      3313.4
1967.2      3310.7
1967.3      3336.6
1967.4      3360.8
1968.1      3429.2
1968.2      3488.3
1968.3      3513.4
1968.4      3528.1
1969.1      3582.2
1969.2      3590.6
1969.3      3610.3
1969.4      3593.3
1970.1      3589.1
1970.2      3597.4
1970.3      3628.3
1970.4      3587.6
1971.1      3691.3
1971.2      3712.8
1971.3      3738.4
1971.4      3749.2
1972.1      3823.4
1972.2      3910.0
1972.3      3950.7
1972.4      4018.7
1973.1      4125.0
1973.2      4168.3
1973.3      4158.0
1973.4      4192.5
1974.1      4168.1
1974.2      4176.5
1974.3      4126.5
1974.4      4098.0
1975.1      4040.1
1975.2      4075.6
1975.3      4148.4
1975.4      4206.7
1976.1      4304.2
1976.2      4341.2
1976.3      4362.0
1976.4      4398.4
1977.1      4457.6
1977.2      4535.9
1977.3      4616.4
1977.4      4616.6
1978.1      4636.0
1978.2      4804.8
1978.3      4854.6
1978.4      4925.8
1979.1      4939.6
1979.2      4949.3
1979.3      4995.6
1979.4      5011.4
1980.1      5028.8
1980.2      4922.5
1980.3      4911.3
1980.4      4986.3
1981.1      5086.4
1981.2      5048.1
1981.3      5110.5
1981.4      5056.8
1982.1      4969.4
1982.2      4996.9
1982.3      4963.4
1982.4      4964.8
1983.1      5021.5
1983.2      5142.2
1983.3      5233.9
1983.4      5342.0
1984.1      5452.6
1984.2      5544.3
1984.3      5591.1
1984.4      5627.1
1985.1      5664.3
1985.2      5710.9
1985.3      5788.6
1985.4      5839.6
1986.1      5887.3
1986.2      5901.9
1986.3      5959.0
1986.4      5981.7
1987.1      6027.6
1987.2      6095.8
1987.3      6145.8
1987.4      6254.1
1988.1      6302.0
1988.2      6372.8
1988.3      6402.0
1988.4      6487.4
1989.1      6565.6
1989.2      6599.7
1989.3      6633.4
1989.4      6663.4
1990.1      6743.6
1990.2      6760.8
1990.3      6742.6
1990.4      6713.3
1991.1      6667.4
1991.2      6692.1
1991.3      6704.7
1991.4      6749.4
1992.1      6811.1
1992.2      6873.8
1992.3      6923.3
1992.4      7015.1
1993.1      7020.9
1993.2      7056.0
1993.3      7092.4
1993.4      7182.1
1994.1      7249.8
1994.2      7346.3
1994.3      7385.1
1994.4      7476.0
1995.1      7510.2
1995.2      7528.6
1995.3      7572.3
1995.4      7645.2
1996.1      7703.1
1996.2      7820.4
1996.3      7853.5
1996.4      7947.9
1997.1      8025.1
1997.2      8145.6
1997.3      8225.1
1997.4      8276.9
1998.1      8405.4
1998.2      8448.7
1998.3      8517.6
1998.4      8662.0
1999.1      8755.5
1999.2      8801.8
1999.3      8906.4
1999.4      9071.1
2000.1      9119.7
2000.2      9233.0
2000.3      9238.2
2000.4      9274.0
2001.1      9241.7
2001.2      9224.3
2001.3      9199.8
2001.4      9283.5
2002.1      9367.5
2002.2      9376.7
2002.3      9477.9


