0.003348537 -0.01417549 -0.01672709 0.00229364 -0.01692098
-0.004493365 0.004325932 -0.008835907 0.009501443 -0.001498772
-0.001283524 -0.002760432 -0.00723415 -0.002206581 -0.0009769819
0.01972649 0.01174509 -0.01400964 0.002369692 0.006914897
0.006802367 -0.007770136 -0.01023434 -0.0105725 0.00339184
-0.005214743 0.01108923 0.00412551 8.215159e-05 0.004724811
0.01067442 -0.009216455 0.005606139 -0.001050799 -0.01056231
-0.0001468549 -0.001367933 0.003357476 0.01443892 -0.001421596
-0.00078409 -0.006828308 -0.002858831 -0.0007325329 -0.01539721
0.001295518 3.005304e-05 0.002246039 -0.005187498 0.01537322
-0.001371485 0.005450853 0.004504872 -0.006003766 0.0003680737
-0.006590283 0.006329246 0.003733093 0.01009232 -0.001275675
0.0002664517 0.009413986 0.002753909 -0.002671985 -0.0112793
0.001056141 0.006266524 -0.002806005 -0.001340945 -0.008498062
-0.006479874 0.002835387 -0.0001640611 -0.009429674 -0.005792533
-0.006111088 -0.006550216 -0.004303657 -0.01307478 0.001761396
-0.007526783 0.0001996454 0.003049857 0.01673703 0.007963804
-0.004046848 0.007196403 8.221123e-05 0.001526424 -0.01251782
-0.004559457 -0.0008016312 -0.01003537 -0.006998925 0.01498301
0.005816272 0.01197002 -0.001015996 0.000378789 -0.002740551
-0.007611512 -0.00665165 0.006807592 0.002290782 -0.0005917046
0.003268825 -0.005431065 -0.003215075 0.00587706 -0.002384009
-0.0137303 -0.00385276 0.005004902 0.002800071 0.00444614
-0.005591955 -0.006472892 -0.005287313 -0.005805238 -0.006751497
0.005467 0.007899208 0.007570187 -0.005137248 0.002424572
0.02102357 0.02454506 0.02820719 0.00222102 -0.0001632425
-0.005078698 0.0212948 0.001501197 -0.0008347051 -0.00511629
-0.008266633 0.005615002 0.00153392 0.003398422 0.01603703
-0.003215918 0.001192563 0.001979682 -0.005693044 0.004813215
-0.0005075857 -0.002836161 0.0008015455 -0.009123252 -0.003759872
0.007252893 -0.006476932 -0.0008299788 0.001477338 0.0003487937
0.01740326 0.005981793 0.0005819527 -0.00533599 -0.003653074
0.003027854 -0.008285331 -0.003460258 0.0009918597 0.003381711
0.00378051 -0.004149108 -0.008476554 -0.006087281 -0.006470605
0.001974248 -0.0008812609 -0.003458109 -0.002081917 0.00238083
0.003993962 0.008784776 0.008325338 -0.004330932 -0.003516661
0.01996318 0.0005170196 -0.003473144 -0.001397125 0.0002180723
-0.004679649 -0.006228205 -0.003316771 0.01097005 -0.003877436
0.007353345 0.0004669575 0.007010805 0.009986213 -0.006901353
-0.002683248 -0.004773679 -0.001837321 -0.007429116 -0.0004860315
-0.0006108702 -0.009574708 -0.00677168 0.005216422 0.002460541
0.01326743 -0.007378793 0.00435378 -0.007396312 -0.006350084
-0.002482869 -0.004474316 0.001992337 -0.006643738 0.002780781
